3.00000	-1.95742	1.06258	0.974028	-0.151923	1.67602	1.05470	1.58378	0.855965	1.03633	0.00000	0.00000	0.00000
3.00000	-1.66118	1.02648	1.11860	0.207110	1.75137	0.999360	1.94722	1.05505	0.947142	0.00000	0.00000	0.00000
3.00000	-1.54154	0.927759	1.07579	0.158017	2.02459	1.04040	1.92035	1.12105	1.05221	0.00000	0.00000	0.00000
3.00000	-1.98387	1.10309	0.998245	-0.121413	1.81910	1.17451	1.81294	1.05193	1.04303	0.00000	0.00000	0.00000
3.00000	-2.15307	1.19542	1.00059	-0.243524	1.79490	1.21010	1.70827	0.963346	1.02951	0.00000	0.00000	0.00000
3.00000	-1.78025	1.02318	1.05994	-0.00500287	1.88846	1.03633	1.58621	0.842420	0.979288	0.00000	0.00000	0.00000
3.00000	-1.41565	0.838042	1.07361	0.465807	1.87788	1.15467	2.31612	1.23437	0.898961	0.00000	0.00000	0.00000
3.00000	-2.06115	1.06408	0.888834	-0.129173	1.66699	1.26391	1.91470	1.09782	1.05463	0.00000	0.00000	0.00000
3.00000	-1.27018	0.765735	1.12421	0.503269	1.88819	1.08533	2.27461	1.23243	0.927322	0.00000	0.00000	0.00000
3.00000	-1.87333	1.03670	1.02306	0.0207480	1.75534	1.13592	1.90292	1.05268	1.05309	0.00000	0.00000	0.00000
3.00000	-1.58996	0.836188	0.956402	0.182083	1.63830	1.06134	2.04115	1.11328	0.976825	0.00000	0.00000	0.00000
3.00000	-1.93039	0.993950	0.975394	-0.194613	1.21706	0.871845	1.71417	1.04328	1.16545	0.00000	0.00000	0.00000
3.00000	-1.65762	0.934307	1.03429	0.118912	1.95206	1.11287	1.96318	1.12829	1.03349	0.00000	0.00000	0.00000
3.00000	-2.15395	1.23072	1.05255	-0.273917	1.81633	1.09898	1.52431	0.870420	1.05850	0.00000	0.00000	0.00000
3.00000	-1.62631	0.881690	1.02890	0.00785235	1.83487	1.05157	1.71762	0.976836	1.08955	0.00000	0.00000	0.00000
3.00000	-1.52461	0.862509	1.03429	0.0498316	2.02065	1.03060	1.70135	0.970400	1.03259	0.00000	0.00000	0.00000
3.00000	-1.82741	1.04485	1.02306	0.0833970	1.61035	1.06267	1.91953	1.01299	0.950157	0.00000	0.00000	0.00000
3.00000	-2.28131	1.30318	1.01854	-0.296702	1.63159	1.10803	1.69785	1.03855	1.10146	0.00000	0.00000	0.00000
3.00000	-2.04221	1.16425	1.06900	-0.152589	1.85289	1.11228	1.59174	0.880382	1.01353	0.00000	0.00000	0.00000
3.00000	-1.63168	0.908516	0.993493	0.130908	1.72727	1.02259	1.81768	0.952580	0.939648	0.00000	0.00000	0.00000
3.00000	-2.05608	1.18096	1.01681	-0.208424	1.89462	1.09157	1.55209	0.873118	1.01252	0.00000	0.00000	0.00000
3.00000	-1.94767	1.01658	0.931024	-0.203748	1.51691	1.02924	1.67052	0.986467	1.08955	0.00000	0.00000	0.00000
3.00000	-1.76280	1.04094	1.07361	0.0506468	2.01279	1.13290	1.80155	1.00555	1.05463	0.00000	0.00000	0.00000
3.00000	-2.19806	1.21523	0.979288	-0.249855	1.52266	1.12914	1.64692	0.899825	1.01252	0.00000	0.00000	0.00000
3.00000	-1.49578	0.820623	1.01681	0.346921	1.56144	1.06360	2.19406	1.19419	0.937089	0.00000	0.00000	0.00000
3.00000	-1.97255	1.04987	0.948402	-0.121454	1.58453	1.11947	1.59920	0.740029	0.888274	0.00000	0.00000	0.00000
3.00000	-1.66495	0.951715	1.09176	-0.0485327	1.93234	0.955696	1.62409	0.952390	1.04040	0.00000	0.00000	0.00000
3.00000	-2.07839	1.19109	1.00400	-0.156585	1.90245	1.17733	1.65284	0.932176	1.04089	0.00000	0.00000	0.00000
3.00000	-2.10713	1.24992	1.05309	-0.315660	2.15689	1.06900	1.32701	0.848169	1.17348	0.00000	0.00000	0.00000
3.00000	-1.94466	1.00858	0.931024	-0.246728	1.84738	1.06900	1.51018	0.860075	1.04303	0.00000	0.00000	0.00000
3.00000	-1.46658	0.905057	1.17424	0.483430	1.81049	1.12656	2.33316	1.27874	0.956402	0.00000	0.00000	0.00000
