4.00000	-3.09692	1.23610	0.917001	-1.71266	2.55012	0.996865	0.244819	1.90735	1.06985	2.34839	1.07014	1.20147	-3.60839	0.477815	3.01698	0.0789052	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000233569	0.0131777	0.0131770	0.00567491	0.00567491	325.000	0.00000	5.80000	0.000100000
6.00000	-4.15834	2.06801	1.01615	-2.76143	3.47299	0.973930	-1.04625	4.30774	0.944762	0.905415	4.44259	1.02455	2.71632	3.31999	1.11761	4.04984	1.83893	0.885631	-4.72357	1.23002	4.54280	1.10808	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000274142	0.0229405	0.0229400	0.00864016	0.00864016	683.000	1.00000	5.80000	0.000100000
4.00000	-3.30131	1.38463	0.927165	-1.37234	1.90355	1.07755	0.691444	1.58279	1.01785	2.54584	0.912546	0.959765	-3.81772	0.619013	3.07963	0.121162	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000136964	0.0110441	0.0110440	0.00823289	0.00823289	612.000	3.00000	5.80000	0.000100000
4.00000	-2.59319	1.22018	1.18673	-0.967317	2.65398	0.986599	1.04621	2.39047	1.05183	2.43992	0.892273	0.999609	-3.25479	0.239309	2.99744	0.0657207	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000215549	0.00929257	0.00929233	0.00428728	0.00428728	263.000	5.00000	5.80000	0.000100000
4.00000	-2.39613	1.04546	1.15462	-0.692841	2.61649	1.17355	1.35251	2.29095	0.899820	3.00262	1.30438	1.02541	-3.03835	0.0933202	3.57523	0.455446	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000121401	0.00608706	0.00608704	0.00495627	0.00495627	766.000	6.00000	5.80000	0.000100000
4.00000	-2.89062	1.32067	1.10757	-0.869697	2.38953	1.18756	1.17174	1.94223	0.906321	2.97788	1.27978	1.02103	-3.50580	0.408617	3.54682	0.436286	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000210418	0.0159268	0.0159265	0.00793628	0.00793628	622.000	8.00000	5.80000	0.000100000
4.00000	-3.38778	1.31394	0.818215	-1.59513	1.98684	1.10183	0.602130	1.91570	1.10389	2.54999	1.02225	1.04662	-3.84438	0.636994	3.13334	0.157391	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000223646	0.0101474	0.0101474	0.00466705	0.00466705	693.000	9.00000	5.80000	0.000100000
4.00000	-2.52274	0.823017	0.896336	-1.16557	2.30220	1.11863	1.04587	2.54714	1.11589	2.89681	1.32725	1.10713	-3.02225	0.0824581	3.51311	0.413547	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000131133	0.00856340	0.00856335	0.00656704	0.00656704	731.000	10.0000	5.80000	0.000100000
4.00000	-2.82123	1.13787	0.989736	-1.05336	2.21546	1.08408	0.962017	2.20033	0.935834	2.28416	0.788002	1.00201	-3.37337	0.319293	2.90000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000276955	0.00918323	0.00917943	0.00341315	0.00341315	232.000	11.0000	5.80000	0.000100000
4.00000	-2.75556	1.08335	0.984983	-0.903651	1.77417	1.00113	0.997002	1.73436	0.909510	2.78406	1.11219	0.994330	-3.30296	0.271798	3.33591	0.294027	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.000117695	0.0133114	0.0133117	0.0115181	0.0115181	757.000	12.0000	5.80000	0.000100000
