3.00000	-0.962937	0.709017	1.09914	0.268184	1.69817	1.00510	1.66282	1.07582	0.960357
3.00000	-1.55052	0.999774	0.942620	-0.0434994	1.26623	1.04474	1.46933	0.947432	0.963192
3.00000	-1.08906	0.753924	0.997797	0.0476505	1.72966	0.930946	1.28109	0.846205	0.936241
3.00000	-1.08790	0.770432	0.983173	-0.0439938	1.82762	0.887808	0.984215	0.701098	0.961773
3.00000	-1.14409	0.766953	0.983173	0.295217	1.48489	1.06545	1.79649	1.14127	0.930835
3.00000	-0.992325	0.723195	1.05632	0.341716	1.75851	1.09632	1.84989	1.25317	1.06330
3.00000	-1.36348	0.885789	0.956078	0.145305	1.35792	1.01382	1.64135	1.06450	1.00256
3.00000	-1.16264	0.778035	0.959387	0.0903360	1.67436	0.955011	1.39728	0.899186	0.914822
3.00000	-1.35501	0.909295	1.01829	0.0749998	1.56866	1.05041	1.52205	0.968371	0.920810
3.00000	-1.43227	0.939066	0.987547	0.0416888	1.49192	1.03201	1.43966	0.896308	0.843052
3.00000	-1.06204	0.762668	1.06065	0.157256	1.85214	1.12875	1.45706	0.948815	0.907227
3.00000	-1.21644	0.830635	0.998759	0.0445282	1.69597	0.980733	1.36921	0.884421	0.899812
3.00000	-1.03601	0.727599	0.985586	0.0293879	1.85563	0.973039	1.08671	0.744057	0.989218
3.00000	-1.28085	0.829448	0.959090	0.184599	1.36672	1.05041	1.70146	1.09661	0.990163
3.00000	-1.07730	0.726593	0.959387	0.0886187	1.73152	0.960395	1.31731	0.858148	0.941864
3.00000	-1.03586	0.726118	1.01954	0.207049	1.67784	0.946864	1.53046	0.949490	0.843052
3.00000	-0.985339	0.708031	1.11680	0.340736	1.51711	1.04743	1.82968	1.16339	0.951679
3.00000	-1.40361	0.917981	0.973475	0.145338	1.38279	1.04522	1.63781	1.02764	0.857415
3.00000	-1.04147	0.705356	0.952374	0.251152	1.73543	1.05041	1.54740	1.03834	1.01419
3.00000	-1.07980	0.788038	1.03629	-0.00738972	1.88211	0.966965	1.13693	0.780090	0.904854
2.00000	-0.951962	0.693820	1.05678	1.02053	0.770943	1.06726	0.00000	0.00000	0.00000
2.00000	-1.11040	0.819773	1.01954	0.954987	0.755146	1.16525	0.00000	0.00000	0.00000
3.00000	-1.48208	0.944560	0.888393	-0.137290	1.67659	0.932782	1.12867	0.791146	1.01458
3.00000	-1.60300	1.06556	1.05795	-0.218049	1.76916	1.04284	0.953009	0.687820	1.05041
3.00000	-1.06734	0.785049	1.07012	0.108382	1.96004	1.08528	1.33867	0.948654	1.03380
3.00000	-1.68729	1.08926	0.965035	-0.117626	1.52171	1.05074	1.37350	0.943449	1.06330
3.00000	-1.48267	0.960117	0.925895	-0.0604271	1.56593	1.06009	1.37126	0.920005	1.01419
3.00000	-1.20829	0.821318	1.04031	0.166598	1.58806	1.05785	1.57746	0.990673	0.861364
3.00000	-1.63158	1.01973	0.861364	-0.236389	1.70100	1.06418	1.04516	0.719875	0.959090
3.00000	-1.51131	1.01562	1.04121	-0.121875	1.73394	1.01251	1.08954	0.762127	1.00068
3.00000	-1.23176	0.790632	0.929836	0.233997	1.32577	1.02557	1.79003	1.16226	0.990163
3.00000	-1.36543	0.942730	1.04591	-0.0495670	1.87038	1.04522	1.28646	0.906013	1.05632
3.00000	-1.49339	0.984501	1.00738	0.0409801	1.38864	1.09826	1.64033	1.04688	0.945920
3.00000	-1.06245	0.720785	1.04031	0.369438	1.42968	1.07556	1.89130	1.20542	0.907794
3.00000	-1.03657	0.775927	1.04591	0.0309810	1.94487	0.992787	1.18517	0.839143	1.02094
3.00000	-1.20056	0.837397	1.06065	0.109618	1.74875	1.02550	1.37452	0.904908	0.929836
3.00000	-1.01558	0.714487	1.07303	0.235203	1.65316	1.05086	1.61387	0.978976	0.837837
3.00000	-1.29338	0.859672	0.997797	0.0739294	1.61037	0.973475	1.40376	0.920051	0.937099
3.00000	-1.41525	0.974375	1.00068	-0.0214242	1.92949	1.19507	1.32626	0.927186	1.04748
3.00000	-1.26048	0.823519	0.959387	0.193103	1.48484	1.07063	1.64596	1.07900	0.972136
